id,totTime,numSoln
142,0.01,14
144,0.01,59
145,0.01,1
151,0.01,21
155,0.01,4
158,0.01,188
159,0.01,3
160,0.01,1
162,0.01,48
165,0.01,2
169,0.01,24
170,0.01,90
172,0.01,2
175,0.01,1
176,0.01,1
180,0.01,40
182,0.01,"1,542"
185,0.01,599
189,0.01,42
190,0.01,1
191,0.01,851
195,0.01,1
197,0.01,84
198,0.01,3
199,0.01,51
201,0.01,308
206,0.01,4
210,0.01,873
212,0.01,95
213,0.01,6
214,0.01,"1,861"
215,0.01,2
217,0.01,5
218,0.01,18
220,0.01,1
222,0.01,2
227,0.01,43
232,0.01,61
236,0.01,99
242,0.01,37
243,0.01,"2,389"
247,0.01,65
249,0.01,134
250,0.01,19
251,0.01,3
253,0.01,33
258,0.01,"1,642"
261,0.01,10
265,0.01,144
271,0.01,2
272,0.01,282
273,0.01,20
274,0.01,1
279,0.01,105
287,0.01,5
292,0.01,"1,312"
296,0.01,64
298,0.01,4
305,0.01,140
309,0.01,8
312,0.01,266
313,0.01,151
319,0.01,110
324,0.01,4
327,0.01,4
328,0.01,65
329,0.01,582
332,0.01,6
334,0.01,8
335,0.01,"6,143"
342,0.01,1
347,0.01,"2,721"
353,0.01,3
363,0.01,6
365,0.01,770
375,0.01,1
377,0.01,86
380,0.01,971
381,0.01,18
387,0.01,4
397,0.01,2
398,0.01,4
400,0.01,"7,055"
401,0.01,238
407,0.01,1
411,0.01,42
415,0.01,4
417,0.01,1
420,0.01,397
421,0.01,22
431,0.01,"1,422"
435,0.01,11
436,0.01,7
442,0.01,11
450,0.01,366
451,0.01,1
456,0.01,14
457,0.01,2
459,0.01,18
464,0.01,30
465,0.01,2
466,0.01,140
474,0.01,25
477,0.01,32
482,0.01,589
487,0.01,11
488,0.01,"1,300"
489,0.01,658
492,0.01,3
493,0.01,3
498,0.01,2
523,0.01,2
524,0.01,8
550,0.01,135
555,0.01,28
567,0.01,4
568,0.01,4
577,0.01,65
591,0.01,5
593,0.01,385
597,0.01,"4,073"
600,0.01,1
612,0.01,1
618,0.01,18
626,0.01,20
643,0.01,2
646,0.01,696
660,0.01,2
662,0.01,"3,438"
663,0.01,5
664,0.01,14
665,0.01,99
666,0.01,539
667,0.01,4
670,0.01,376
671,0.01,490
677,0.01,2
681,0.01,90
682,0.01,3
683,0.01,65
687,0.01,6
688,0.01,813
691,0.01,1
693,0.01,2
696,0.01,"3,040"
702,0.01,148
703,0.01,1
704,0.01,6
705,0.01,21
706,0.01,13
716,0.01,9
722,0.01,18
723,0.01,658
731,0.01,4
736,0.01,30
737,0.01,599
738,0.01,15
740,0.01,161
741,0.01,10
742,0.01,3
747,0.01,1
749,0.01,3
750,0.01,4
751,0.01,1
754,0.01,16
758,0.01,"1,990"
761,0.01,6
763,0.01,3
769,0.01,6
777,0.01,96
783,0.01,"4,442"
785,0.01,15
788,0.01,18
790,0.01,67
792,0.01,175
793,0.01,2
794,0.01,"2,619"
796,0.01,4
801,0.01,25
803,0.01,12
806,0.01,6
811,0.01,3
812,0.01,6
818,0.01,2
819,0.01,3
821,0.01,209
828,0.01,14
829,0.01,2
830,0.01,81
835,0.01,6
836,0.01,4
838,0.01,145
841,0.01,1
842,0.01,5
844,0.01,8
848,0.01,1
849,0.01,5
850,0.01,800
851,0.01,86
854,0.01,3
855,0.01,38
860,0.01,16
865,0.01,42
867,0.01,116
868,0.01,2
869,0.01,6
871,0.01,6
872,0.01,2
874,0.01,2
876,0.01,24
879,0.01,3
880,0.01,8
888,0.01,2
889,0.01,8
890,0.01,8
891,0.01,3
892,0.01,852
896,0.01,24
901,0.01,18
904,0.01,"6,210"
908,0.01,7
911,0.01,290
914,0.01,599
917,0.01,102
923,0.01,1
924,0.01,6
925,0.01,96
927,0.01,53
929,0.01,6
930,0.01,140
931,0.01,"2,721"
934,0.01,4
936,0.01,"2,027"
939,0.01,25
942,0.01,51
948,0.01,75
958,0.01,92
965,0.01,70
966,0.01,275
968,0.01,8
975,0.01,3
977,0.01,7
979,0.01,1
984,0.01,12
986,0.01,683
995,0.01,16
999,0.01,"2,027"
1000,0.01,194
1003,0.01,322
1004,0.01,6
1008,0.01,1
1010,0.01,4
1011,0.01,10
1014,0.01,"2,721"
1018,0.01,1
1035,0.01,465
1041,0.01,256
1042,0.01,50
1046,0.01,60
1053,0.01,9
1059,0.01,8
1065,0.01,3
1068,0.01,23
1071,0.01,2
1082,0.01,6
1084,0.01,40
1087,0.01,"1,602"
1096,0.01,4
1099,0.01,112
1101,0.01,1
1102,0.01,14
1105,0.01,8
1110,0.01,13
1112,0.01,57
1113,0.01,5
1118,0.01,17
1121,0.01,19
1123,0.01,48
1127,0.01,6
1128,0.01,4
1129,0.01,10
1134,0.01,33
1136,0.01,3
1146,0.01,683
1155,0.01,7
1163,0.01,1
1165,0.01,1
1171,0.01,12
1180,0.01,53
1184,0.01,1
1190,0.01,74
1192,0.01,15
1199,0.01,185
1204,0.01,85
1212,0.01,43
1222,0.01,302
1229,0.01,402
1230,0.01,3
1232,0.01,2
1238,0.01,59
1242,0.01,18
1244,0.01,683
1246,0.01,"1,333"
1256,0.01,4
1258,0.01,16
1259,0.01,4
1264,0.01,588
1266,0.01,1
1272,0.01,11
1278,0.01,"1,264"
1281,0.01,1
1288,0.01,1
1290,0.01,46
1310,0.01,59
1315,0.01,3
1320,0.01,12
1321,0.01,3
1322,0.01,902
1323,0.01,18
1331,0.01,1
1333,0.01,153
1335,0.01,1
1336,0.01,2
1337,0.01,6
1338,0.01,2
1341,0.01,53
1343,0.01,46
1345,0.01,1
1347,0.01,256
1349,0.01,2
1351,0.01,52
1352,0.01,33
1353,0.01,"1,861"
1354,0.01,30
1356,0.01,8
1359,0.01,6
1360,0.01,97
1363,0.01,8
1365,0.01,12
1369,0.01,4
1370,0.01,7
1371,0.01,18
1372,0.01,4
1377,0.01,66
1378,0.01,222
1380,0.01,2
1381,0.01,256
1383,0.01,126
1384,0.01,102
1387,0.01,4
1390,0.01,82
1391,0.01,245
1393,0.01,3
1394,0.01,2
1395,0.01,1
1396,0.01,540
1397,0.01,259
1399,0.01,1
1401,0.01,5
1405,0.01,51
1407,0.01,59
1409,0.01,12
1410,0.01,1
1411,0.01,50
1412,0.01,186
1415,0.01,7
1416,0.01,2
1424,0.01,2
1425,0.01,18
1427,0.01,25
1430,0.01,336
1431,0.01,33
1437,0.01,2
1439,0.01,7
1442,0.01,25
1444,0.01,1
1446,0.01,2
1449,0.01,343
1451,0.01,2
1453,0.01,610
1456,0.01,26
1459,0.01,1
1460,0.01,2
1461,0.01,1
1464,0.01,6
1467,0.01,53
1471,0.01,142
1472,0.01,2
1479,0.01,"1,861"
1481,0.01,140
1482,0.01,"2,721"
1483,0.01,18
1486,0.01,"2,098"
1487,0.01,40
1488,0.01,183
1491,0.01,1
1494,0.01,893
1498,0.01,112
1499,0.01,21
1503,0.01,386
1506,0.01,97
1507,0.01,51
1511,0.01,3
1514,0.01,24
1515,0.01,6
1517,0.01,2
1521,0.01,6
1523,0.01,30
1524,0.01,5
1525,0.01,337
1526,0.01,12
1527,0.01,129
1528,0.01,140
1535,0.01,18
1537,0.01,10
1539,0.01,56
1542,0.01,155
1544,0.01,8
1568,0.01,55
1569,0.01,3
1570,0.01,2
1571,0.01,270
1572,0.01,11
1573,0.01,6
1574,0.01,27
1581,0.01,4
1583,0.01,53
1584,0.01,6
1585,0.01,4
1589,0.01,331
1590,0.01,43
1591,0.01,8
1596,0.01,455
1597,0.01,646
1598,0.01,4
1611,0.01,74
1613,0.01,2
1622,0.01,851
1623,0.01,13
1625,0.01,6
1633,0.01,4
1635,0.01,1
1644,0.01,"1,246"
1648,0.01,519
1650,0.01,20
1651,0.01,3
1652,0.01,2
1656,0.01,35
1657,0.01,4
1658,0.01,8
1659,0.01,271
1661,0.01,"12,690"
1662,0.01,8
1663,0.01,"1,512"
1665,0.01,3
1673,0.01,1
1676,0.01,61
1678,0.01,2
1679,0.01,"1,016"
1680,0.01,"1,861"
1682,0.01,3
1687,0.01,"11,636"
1691,0.01,3
1698,0.01,16
1699,0.01,88
1712,0.01,9
1721,0.01,"1,861"
1722,0.01,"3,870"
1724,0.01,3
1727,0.01,9
1738,0.01,1
1740,0.01,53
1741,0.01,152
1745,0.01,185
1748,0.01,"1,990"
1750,0.01,23
1752,0.01,1
1754,0.01,8
1763,0.01,4
1771,0.01,195
1777,0.01,36
1779,0.01,128
1780,0.01,228
1791,0.01,2
1799,0.01,1
1800,0.01,"6,658"
1801,0.01,"2,967"
1805,0.01,1
1810,0.01,35
1813,0.01,33
1822,0.01,"55,719"
1828,0.01,316
1831,0.01,1
1832,0.01,"1,408"
1846,0.01,6
1851,0.01,"1,876"
1861,0.01,18
1863,0.01,28
1867,0.01,100
1877,0.01,7
1887,0.01,3
1901,0.01,4
1906,0.01,7
1913,0.01,53
1920,0.01,82
1924,0.01,11
1929,0.01,20
1934,0.01,4
1940,0.01,14
1941,0.01,13
1945,0.01,21
1950,0.01,"10,605"
1958,0.01,9
1972,0.01,302
1980,0.01,25
1982,0.01,3
1986,0.01,3
1988,0.01,4
1992,0.01,2
1993,0.01,1
1994,0.01,175
1997,0.01,216
1998,0.01,2
1999,0.01,140
2000,0.01,183
2002,0.01,24
2006,0.01,19
2007,0.01,4
2008,0.01,22
2010,0.01,8
2011,0.01,5
2014,0.01,4
2016,0.01,22
2017,0.01,4
2022,0.01,60
2023,0.01,33
2024,0.01,22
2025,0.01,6
2027,0.01,352
2029,0.01,8
2030,0.01,4
2032,0.01,3
2033,0.01,2
2035,0.01,4
2036,0.01,6
2043,0.01,350
2045,0.01,2
2052,0.01,1
2053,0.01,4
2057,0.01,26
2058,0.01,842
2067,0.01,"1,136"
2068,0.01,2
2076,0.01,9
2077,0.01,3
2080,0.01,"1,408"
2084,0.01,57
2086,0.01,33
2087,0.01,7
2089,0.01,80
2091,0.01,4
2092,0.01,2
2093,0.01,123
2094,0.01,992
2096,0.01,539
2097,0.01,86
2099,0.01,21
2101,0.01,1
2103,0.01,28
2110,0.01,515
2118,0.01,45
2119,0.01,"1,371"
2120,0.01,292
2121,0.01,6
2124,0.01,1
2125,0.01,1
2128,0.01,3
2132,0.01,28
2136,0.01,4
2138,0.01,2
2141,0.01,72
2148,0.01,94
2153,0.01,34
2156,0.01,24
2160,0.01,11
2163,0.01,2
2165,0.01,4
2166,0.01,10
2170,0.01,3
2171,0.01,523
2175,0.01,28
2179,0.01,"1,016"
2185,0.01,2
2187,0.01,39
2195,0.01,2
2198,0.01,"4,442"
2201,0.01,10
2203,0.01,40
2205,0.01,49
2210,0.01,2
2212,0.01,1
2217,0.01,3
2219,0.01,9
2223,0.01,210
2229,0.01,668
2240,0.01,48
2250,0.01,123
2251,0.01,38
2253,0.01,6
2262,0.01,11
2266,0.01,119
2268,0.01,8
2270,0.01,599
2274,0.01,4
2280,0.01,45
2283,0.01,12
2285,0.01,23
2287,0.01,"1,861"
2288,0.01,25
2289,0.01,1
2292,0.01,45
2301,0.01,12
2302,0.01,8
2304,0.01,6
2309,0.01,899
2311,0.01,15
2316,0.01,4
2319,0.01,20
2330,0.01,115
2333,0.01,136
2336,0.01,2
2341,0.01,679
2342,0.01,"1,333"
2352,0.01,1
2358,0.01,33
2359,0.01,2
2362,0.01,53
2365,0.01,3
2366,0.01,54
2369,0.01,1
2370,0.01,137
2373,0.01,"1,861"
2378,0.01,1
2382,0.01,"1,408"
2385,0.01,"1,546"
2391,0.01,3
2392,0.01,4
2398,0.01,22
2399,0.01,1
2404,0.01,54
2406,0.01,"2,721"
2410,0.01,9
2418,0.01,13
2421,0.01,20
2422,0.01,2
2424,0.01,18
2427,0.01,"2,647"
2432,0.01,4
2436,0.01,141
2443,0.01,12
2444,0.01,175
2445,0.01,10
2447,0.01,6
2448,0.01,140
2450,0.01,4
2462,0.01,2
2465,0.01,10
2466,0.01,"1,760"
2468,0.01,"1,861"
2470,0.01,11
2472,0.01,50
2473,0.01,4
2479,0.01,7
2482,0.01,69
2489,0.01,55
2496,0.01,9
2502,0.01,1
2517,0.01,1
2521,0.01,31
2524,0.01,122
2526,0.01,777
2527,0.01,8
2535,0.01,343
2536,0.01,44
2539,0.01,825
2548,0.01,60
2552,0.01,1
2560,0.01,2
2563,0.01,3
2573,0.01,89
2580,0.01,30
2581,0.01,13
2589,0.01,"19,158"
2593,0.01,30
2599,0.01,32
2600,0.01,1
2601,0.01,18
2605,0.01,33
2611,0.01,6
2616,0.01,"3,347"
2620,0.01,38
2622,0.01,258
2626,0.01,3
2627,0.01,"2,442"
2632,0.01,1
2637,0.01,141
2638,0.01,5
2640,0.01,1
2643,0.01,1
2647,0.01,12
2648,0.01,546
2649,0.01,1
2652,0.01,3
2653,0.01,11
2655,0.01,1
2656,0.01,4
2657,0.01,15
2658,0.01,1
2661,0.01,3
2662,0.01,32
2665,0.01,1
2669,0.01,4
2671,0.01,1
2672,0.01,19
2673,0.01,21
2675,0.01,8
2678,0.01,122
2679,0.01,8
2681,0.01,2
2683,0.01,7
2687,0.01,8
2689,0.01,1
2692,0.01,99
2694,0.01,"1,011"
2695,0.01,3
2697,0.01,2
2699,0.01,8
2700,0.01,1
2705,0.01,21
2708,0.01,27
2711,0.01,4
2717,0.01,1
2719,0.01,1
2721,0.01,2
2725,0.01,4
2730,0.01,6
2731,0.01,893
2734,0.01,9
2736,0.01,2
2737,0.01,74
2739,0.01,16
2740,0.01,1
2741,0.01,1
2746,0.01,3
2747,0.01,2
2748,0.01,2
2753,0.01,"1,016"
2755,0.01,144
2756,0.01,1
2759,0.01,2
2764,0.01,24
2765,0.01,5
2767,0.01,511
2769,0.01,6
2770,0.01,2
2772,0.01,5
2775,0.01,56
2783,0.01,3
2786,0.01,2
2787,0.01,10
2790,0.01,2
2791,0.01,"1,861"
2802,0.01,2
2803,0.01,317
2805,0.01,2
2808,0.01,"1,762"
2809,0.01,"1,576"
2810,0.01,5
2811,0.01,2
2813,0.01,"1,634"
2814,0.01,9
2815,0.01,1
2816,0.01,22
2817,0.01,8
2820,0.01,1
2828,0.01,2
2829,0.01,"1,861"
2834,0.01,21
2838,0.01,3
2840,0.01,"2,721"
2844,0.01,4
2845,0.01,206
2846,0.01,26
2847,0.01,74
2850,0.01,1
2860,0.01,6
2862,0.01,40
2865,0.01,39
2871,0.01,1
2872,0.01,140
2876,0.01,2
2878,0.01,2
2879,0.01,1
2883,0.01,94
2890,0.01,60
2891,0.01,1
2892,0.01,"1,861"
2896,0.01,2
2898,0.01,11
2901,0.01,8
2903,0.01,13
2912,0.01,3
2913,0.01,2
2916,0.01,176
2924,0.01,5
2926,0.01,16
2927,0.01,94
2928,0.01,1
2929,0.01,1
2931,0.01,4
2934,0.01,"4,442"
2935,0.01,28
2938,0.01,70
2942,0.01,2
2945,0.01,36
2952,0.01,4
2956,0.01,1
2964,0.01,23
2967,0.01,1
2970,0.01,101
2973,0.01,11
2977,0.01,6
2979,0.01,1
2980,0.01,8
2985,0.01,7
2991,0.01,21
2997,0.01,3
3005,0.01,24
3007,0.01,210
3008,0.01,152
3010,0.01,1
3016,0.01,6
3017,0.01,437
3035,0.01,140
3038,0.01,15
3040,0.01,25
3045,0.01,193
3048,0.01,"11,636"
3054,0.01,40
3057,0.01,1
3058,0.01,10
3059,0.01,205
3071,0.01,673
3072,0.01,852
3073,0.01,2
3077,0.01,5
3078,0.01,"8,463"
3092,0.01,410
3097,0.01,12
3100,0.01,8
3104,0.01,3
3108,0.01,"1,805"
3114,0.01,2
3117,0.01,6
3121,0.01,101
3126,0.01,2
3130,0.01,98
3133,0.01,1
3136,0.01,99
3138,0.01,20
3140,0.01,33
3146,0.01,61
3150,0.01,"1,360"
3155,0.01,1
3156,0.01,43
3158,0.01,2
3160,0.01,70
3167,0.01,693
3168,0.01,143
3169,0.01,2
3171,0.01,4
3172,0.01,25
3173,0.01,"1,861"
3175,0.01,50
3176,0.01,2
3179,0.01,589
3181,0.01,44
3184,0.01,6
3187,0.01,18
3194,0.01,"3,038"
3195,0.01,2
3197,0.01,63
3200,0.01,4
3210,0.01,36
3217,0.01,4
3221,0.01,4
3224,0.01,14
3231,0.01,500
3234,0.01,190
3236,0.01,17
3238,0.01,238
3261,0.01,48
3263,0.01,69
3276,0.01,2
3281,0.01,24
3283,0.01,2
3286,0.01,302
3298,0.01,674
5,0.02,3
9,0.02,25
30,0.02,"17,760"
39,0.02,120
47,0.02,6
58,0.02,50
59,0.02,48
63,0.02,4
68,0.02,6
92,0.02,24
101,0.02,1
103,0.02,60
108,0.02,192
112,0.02,96
113,0.02,120
132,0.02,28
140,0.02,8
148,0.02,8
164,0.02,40
171,0.02,38
179,0.02,26
181,0.02,"5,100"
202,0.02,20
207,0.02,16
224,0.02,15
234,0.02,"5,120"
239,0.02,144
280,0.02,"5,307"
284,0.02,180
302,0.02,20
306,0.02,321
314,0.02,1
317,0.02,95
325,0.02,"1,058"
331,0.02,6
340,0.02,24
346,0.02,15
354,0.02,16
396,0.02,37
441,0.02,"2,839"
467,0.02,8
505,0.02,"1,680"
527,0.02,266
551,0.02,1
562,0.02,28
578,0.02,"101,650,432"
614,0.02,43
685,0.02,56
689,0.02,48
692,0.02,40
700,0.02,2
708,0.02,18
709,0.02,3
719,0.02,1
721,0.02,"4,726"
732,0.02,"6,224"
744,0.02,2
767,0.02,"5,307"
784,0.02,12
786,0.02,716
795,0.02,"64,292"
808,0.02,756
825,0.02,147
833,0.02,120
877,0.02,266
897,0.02,6
902,0.02,417
913,0.02,"1,872"
935,0.02,24
937,0.02,37
944,0.02,18
964,0.02,1
967,0.02,134
991,0.02,2
1001,0.02,1
1006,0.02,472
1017,0.02,"32,832"
1066,0.02,109
1069,0.02,258
1143,0.02,"5,307"
1145,0.02,371
1187,0.02,"4,232"
1203,0.02,37
1214,0.02,"1,239"
1355,0.02,24
1357,0.02,8
1362,0.02,60
1364,0.02,3
1373,0.02,44
1374,0.02,4
1392,0.02,"36,456"
1403,0.02,3
1432,0.02,3
1433,0.02,5
1473,0.02,"4,073"
1476,0.02,2
1478,0.02,2
1484,0.02,12
1505,0.02,486
1540,0.02,2
